phone,address,road_address,name,screen,region,screen_type
,"경기도 화성시 송동 725-1 더샵 동탄센텀폴리스 1,2단지","경기도 화성시 동탄대로5길 9, 더샵 동탄센텀폴리스 1,2단지 5,6층 5064,5001,6001호 (송동)",더스크린 동탄그랑파사쥬,3관,경기,2D
,"경기도 화성시 송동 725-1 더샵 동탄센텀폴리스 1,2단지","경기도 화성시 동탄대로5길 9, 더샵 동탄센텀폴리스 1,2단지 5,6층 5064,5001,6001호 (송동)",더스크린 동탄그랑파사쥬,4관,경기,2D
,"경기도 화성시 송동 725-1 더샵 동탄센텀폴리스 1,2단지","경기도 화성시 동탄대로5길 9, 더샵 동탄센텀폴리스 1,2단지 5,6층 5064,5001,6001호 (송동)",더스크린 동탄그랑파사쥬,5관,경기,2D
,"경기도 화성시 송동 725-1 더샵 동탄센텀폴리스 1,2단지","경기도 화성시 동탄대로5길 9, 더샵 동탄센텀폴리스 1,2단지 5,6층 5064,5001,6001호 (송동)",더스크린 동탄그랑파사쥬,6관,경기,2D
,"경기도 화성시 송동 725-1 더샵 동탄센텀폴리스 1,2단지","경기도 화성시 동탄대로5길 9, 더샵 동탄센텀폴리스 1,2단지 5,6층 5064,5001,6001호 (송동)",더스크린 동탄 그랑파사쥬,7관,경기,2D
032-460-7285,인천광역시 서구 가정동 0 루원지웰시티푸르지오 상가동 지하1호,"인천광역시 서구 가정로 406, 상가동 지하1층 (가정동, 루원지웰시티푸르지오)",더스크린 인천가정,1관,인천,2D
032-460-7285,인천광역시 서구 가정동 0 루원지웰시티푸르지오 상가동 지하1호,"인천광역시 서구 가정로 406, 상가동 지하1층 (가정동, 루원지웰시티푸르지오)",더스크린 인천가정,2관,인천,2D
032-460-7285,인천광역시 서구 가정동 0 루원지웰시티푸르지오 상가동 지하1호,"인천광역시 서구 가정로 406, 상가동 지하1층 (가정동, 루원지웰시티푸르지오)",더스크린 인천가정,3관,인천,2D
032-460-7285,인천광역시 서구 가정동 0 루원지웰시티푸르지오 상가동 지하1호,"인천광역시 서구 가정로 406, 상가동 지하1층 (가정동, 루원지웰시티푸르지오)",더스크린 인천가정,4관,인천,2D
,경기도 남양주시 화도읍 녹촌리 46-23,"경기도 남양주시 화도읍 경춘로1876번길 40, 해동본타워",더스크린 남양주 화도,1관,경기,2D
,경기도 남양주시 화도읍 녹촌리 46-23,"경기도 남양주시 화도읍 경춘로1876번길 40, 2,3층",더스크린 남양주 화도,2관,경기,2D
,경기도 남양주시 화도읍 녹촌리 46-23,"경기도 남양주시 화도읍 경춘로1876번길 40, 2,3층",더스크린 남양주 화도,3관,경기,2D
,경기도 남양주시 화도읍 녹촌리 46-23,"경기도 남양주시 화도읍 경춘로1876번길 40, 2,3층",더스크린 남양주 화도,4관,경기,2D
,경기도 남양주시 화도읍 녹촌리 46-23,"경기도 남양주시 화도읍 경춘로1876번길 40, 2,3층",더스크린 남양주 화도,5관,경기,2D
,경기도 남양주시 화도읍 녹촌리 46-23,"경기도 남양주시 화도읍 경춘로1876번길 40, 2,3층",더스크린 남양주 화도,6관,경기,2D
,경기도 남양주시 화도읍 녹촌리 46-23,"경기도 남양주시 화도읍 경춘로1876번길 40, 2,3층",더스크린 남양주 화도,7관,경기,2D
,경기도 동두천시 생연동 364-1,"경기도 동두천시 평화로 2346, 6층 (생연동)",더스크린동두천,1관,경기,2D
053-211-3865,대구광역시 달서구 죽전동 273-27,"대구광역시 달서구 달구벌대로 1551, 골든타워 8~11층 (죽전동)",더스크린 대구죽전,1관,부산/대구/경상,2D
053-211-3865,대구광역시 달서구 죽전동 273-27,"대구광역시 달서구 달구벌대로 1551, 골든타워 8~11층 (죽전동)",더스크린 대구죽전,2관,부산/대구/경상,2D
053-211-3865,대구광역시 달서구 죽전동 273-27,"대구광역시 달서구 달구벌대로 1551, 골든타워 8~11층 (죽전동)",더스크린 대구죽전,3관,부산/대구/경상,2D
053-211-3865,대구광역시 달서구 죽전동 273-27,"대구광역시 달서구 달구벌대로 1551, 골든타워 8~11층 (죽전동)",더스크린 대구죽전,4관,부산/대구/경상,2D
053-211-3865,대구광역시 달서구 죽전동 273-27,"대구광역시 달서구 달구벌대로 1551, 골든타워 8~11층 (죽전동)",더스크린 대구죽전,5관,부산/대구/경상,2D
053-211-3865,대구광역시 달서구 죽전동 273-27,"대구광역시 달서구 달구벌대로 1551, 골든타워 8~11층 (죽전동)",더스크린 대구죽전,6관,부산/대구/경상,2D
053-211-3865,대구광역시 달서구 죽전동 273-27,"대구광역시 달서구 달구벌대로 1551, 골든타워 8~11층 (죽전동)",더스크린 대구죽전,7관,부산/대구/경상,2D
032-429-0116,인천광역시 미추홀구 주안동 0 포레나 미추홀,"인천광역시 미추홀구 경인로 372, 지하2층 B2200호 (주안동, 포레나 미추홀)",더스크린인천시민공원,3관,인천,2D
032-429-0116,인천광역시 미추홀구 주안동 0 포레나 미추홀,"인천광역시 미추홀구 경인로 372, 지하2층 B2200호 (주안동, 포레나 미추홀)",더스크린인천시민공원,2관,인천,2D
032-429-0116,인천광역시 미추홀구 주안동 0 포레나 미추홀,"인천광역시 미추홀구 경인로 372, 지하2층 B2200호 (주안동, 포레나 미추홀)",더스크린인천시민공원,1관,인천,2D
032-429-0116,인천광역시 미추홀구 주안동 0 포레나 미추홀,"인천광역시 미추홀구 경인로 372, 지하2층 B2200호 (주안동, 포레나 미추홀)",더스크린인천시민공원,5관,인천,2D
032-429-0116,인천광역시 미추홀구 주안동 0 포레나 미추홀,"인천광역시 미추홀구 경인로 372, 지하2층 B2200호 (주안동, 포레나 미추홀)",더스크린인천시민공원,4관,인천,2D
041-545-0080,충청남도 아산시 온천동 79-1,"충청남도 아산시 온천대로 1538, 6층 (온천동)",더스크린아산,1관,대전/충청/세종,2D
041-545-0080,충청남도 아산시 온천동 79-1,"충청남도 아산시 온천대로 1538, 6층 (온천동)",더스크린아산,2관,대전/충청/세종,2D
041-545-0080,충청남도 아산시 온천동 79-1,"충청남도 아산시 온천대로 1538, 6층 (온천동)",더스크린아산,3관,대전/충청/세종,2D
041-545-0080,충청남도 아산시 온천동 79-1,"충청남도 아산시 온천대로 1538, 6층 (온천동)",더스크린아산,4관,대전/충청/세종,2D
041-545-0080,충청남도 아산시 온천동 79-1,"충청남도 아산시 온천대로 1538, 6층 (온천동)",더스크린아산,5관,대전/충청/세종,2D
041-545-0080,충청남도 아산시 온천동 79-1,"충청남도 아산시 온천대로 1538, 6층 (온천동)",더스크린아산,6관,대전/충청/세종,2D
02-526-8859,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",더스크린 방학,4DX관,서울,4DX
02-526-8859,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",더스크린 방학,2관,서울,2D
02-526-8859,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",더스크린 방학,7관,서울,2D
02-526-8859,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 6~7층 (방학동)",더스크린 방학,3관,서울,2D
02-526-8859,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",더스크린 방학,4관,서울,2D
02-526-8859,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",더스크린 방학,5관,서울,2D
02-526-8859,서울특별시 도봉구 방학동 707-6,"서울특별시 도봉구 도봉로 684, 4~5층 (방학동)",더스크린 방학,6관,서울,2D
,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",더스크린평택고덕,1관,경기,2D
,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",더스크린평택고덕,2관,경기,2D
,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",더스크린평택고덕,3관,경기,2D
,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",더스크린평택고덕,4관,경기,2D
,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",더스크린평택고덕,5관,경기,2D
,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",더스크린평택고덕,6관,경기,2D
,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",더스크린평택고덕,7관,경기,2D
,경기도 평택시 장당동 154 판매시설동 301호,"경기도 평택시 경기대로 945, 평택고덕아이파크 판매시설동 301호 (장당동)",더스크린평택고덕,8관,경기,2D
051-990-7905,부산광역시 부산진구 부전동 521-1 KT&G 상상마당부산,"부산광역시 부산진구 서면로 39, KT&G 상상마당부산 8~12층 (부전동)",더스크린서면상상마당,6관,부산/대구/경상,2D
051-990-7905,부산광역시 부산진구 부전동 521-1 KT&G 상상마당부산,"부산광역시 부산진구 서면로 39, KT&G 상상마당부산 8~12층 (부전동)",더스크린서면상상마당,5관,부산/대구/경상,2D
051-990-7905,부산광역시 부산진구 부전동 521-1 KT&G 상상마당부산,"부산광역시 부산진구 서면로 39, KT&G 상상마당부산 8~12층 (부전동)",더스크린서면상상마당,4관,부산/대구/경상,2D
051-990-7905,부산광역시 부산진구 부전동 521-1 KT&G 상상마당부산,"부산광역시 부산진구 서면로 39, KT&G 상상마당부산 8~12층 (부전동)",더스크린서면상상마당,3관,부산/대구/경상,2D
051-990-7905,부산광역시 부산진구 부전동 521-1 KT&G 상상마당부산,"부산광역시 부산진구 서면로 39, KT&G 상상마당부산 8~12층 (부전동)",더스크린서면상상마당,2관,부산/대구/경상,2D
051-990-7905,부산광역시 부산진구 부전동 521-1 KT&G 상상마당부산,"부산광역시 부산진구 서면로 39, KT&G 상상마당부산 8~12층 (부전동)",더스크린서면상상마당,1관,부산/대구/경상,2D
0632726800,전북특별자치도 전주시 덕진구 송천동2가 1422 파인트리몰 5~6층,"전북특별자치도 전주시 덕진구 송천중앙로 225, 파인트리몰 5~6층 (송천동2가)",더스크린 전주에코시티,3관,광주/전라,2D
0632537300,전북특별자치도 전주시 덕진구 송천동2가 1329-1 로마네시티 현대썬앤빌 전주,"전북특별자치도 전주시 덕진구 세병2길 10, 로마네시티 현대썬앤빌 전주 4~8층 (송천동2가)",더스크린 전주에코시티,4관,광주/전라,2D
0632537300,전북특별자치도 전주시 덕진구 송천동2가 1329-1 로마네시티 현대썬앤빌 전주,"전북특별자치도 전주시 덕진구 세병2길 10, 로마네시티 현대썬앤빌 전주 4~8층 (송천동2가)",더스크린 전주에코시티,6관,광주/전라,2D
0632537300,전북특별자치도 전주시 덕진구 송천동2가 1329-1 로마네시티 현대썬앤빌 전주,"전북특별자치도 전주시 덕진구 세병2길 10, 로마네시티 현대썬앤빌 전주 4~8층 (송천동2가)",더스크린 전주에코시티,1관,광주/전라,2D
0632537300,전북특별자치도 전주시 덕진구 송천동2가 1329-1 로마네시티 현대썬앤빌 전주,"전북특별자치도 전주시 덕진구 세병2길 10, 로마네시티 현대썬앤빌 전주 4~8층 (송천동2가)",더스크린 전주에코시티,2관,광주/전라,2D
053-986-6200,대구광역시 북구 연경동 1078-2,"대구광역시 북구 동화천로 290, 5층 (연경동)",더스크린대구연경,1관,부산/대구/경상,2D
053-986-6200,대구광역시 북구 연경동 1078-2,"대구광역시 북구 동화천로 290, 4층 (연경동)",더스크린대구연경,2관,부산/대구/경상,2D
053-986-6200,대구광역시 북구 연경동 1078-2,"대구광역시 북구 동화천로 290, 5층 (연경동)",더스크린대구연경,3관,부산/대구/경상,2D
053-986-6200,대구광역시 북구 연경동 1078-2,"대구광역시 북구 동화천로 290, 5층 (연경동)",더스크린대구연경,4관,부산/대구/경상,2D
053-986-6200,대구광역시 북구 연경동 1078-2,"대구광역시 북구 동화천로 290, 5층 (연경동)",더스크린대구연경,5관,부산/대구/경상,2D
053-986-6200,대구광역시 북구 연경동 1078-2,"대구광역시 북구 동화천로 290, 5층 (연경동)",더스크린대구연경,6관,부산/대구/경상,2D
02-371-6660,서울특별시 마포구 동교동 167-2 LC TOWER,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",더스크린연남,6관,서울,2D
02-526-8853,서울특별시 마포구 동교동 167-2 LC TOWER,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",더스크린연남,5관,서울,2D
02-526-8853,서울특별시 마포구 동교동 167-2 LC TOWER,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",더스크린연남,4관,서울,2D
02-526-8853,서울특별시 마포구 동교동 167-2 LC TOWER,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",더스크린연남,3관,서울,Suite Cinema
02-526-8853,서울특별시 마포구 동교동 167-2 LC TOWER,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",더스크린연남,2관,서울,2D    
02-526-8853,서울특별시 마포구 동교동 167-2 LC TOWER,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",더스크린연남,1관,서울,4DX
032-866-1003,인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지,"인천광역시 미추홀구 숙골로88번길 12, 지하 1층 (도화동, 더샵 인천스카이타워 1단지)",더스크린 인천도화점,1관,인천,2D
032-866-1003,인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지,"인천광역시 미추홀구 숙골로88번길 12, 지하 1층 (도화동, 더샵 인천스카이타워 1단지)",더스크린 인천도화점,6관,인천,2D
032-866-1003,인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지,"인천광역시 미추홀구 숙골로88번길 12, 지하 1층 (도화동, 더샵 인천스카이타워 1단지)",더스크린 인천도화점,5관,인천,2D
032-866-1003,인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지,"인천광역시 미추홀구 숙골로88번길 12, 지하 1층 (도화동, 더샵 인천스카이타워 1단지)",더스크린 인천도화점,4관,인천,2D
032-866-1003,인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지,"인천광역시 미추홀구 숙골로88번길 12, 지하 1층 (도화동, 더샵 인천스카이타워 1단지)",더스크린 인천도화점,3관,인천,2D
032-866-1003,인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지,"인천광역시 미추홀구 숙골로88번길 12, 지하1층 (도화동, 더샵 인천스카이타워 1단지)",더스크린 인천도화점,2관,인천,2D
,충청북도 충주시 교현동 539-1,"충청북도 충주시 국원대로 107, 한스타워 5~8층 (교현동)",더스크린 충주교현,1관,대전/충청/세종,2D
,충청북도 충주시 교현동 539-1,"충청북도 충주시 국원대로 107, 한스타워 5~8층 (교현동)",더스크린 충주교현,2관,대전/충청/세종,2D
,충청북도 충주시 교현동 539-1,"충청북도 충주시 국원대로 107, 한스타워 5~8층 (교현동)",더스크린 충주교현,3관,대전/충청/세종,2D
,충청북도 충주시 교현동 539-1,"충청북도 충주시 국원대로 107, 한스타워 5~8층 (교현동)",더스크린 충주교현,4관,대전/충청/세종,2D
,충청북도 충주시 교현동 539-1,"충청북도 충주시 국원대로 107, 한스타워 5~8층 (교현동)",더스크린 충주교현,5관,대전/충청/세종,2D
,충청북도 충주시 교현동 539-1,"충청북도 충주시 국원대로 107, 한스타워 5~8층 (교현동)",더스크린 충주교현,6관,대전/충청/세종,2D
053-812-8970,경상북도 경산시 중방동 897,경상북도 경산시 대학로28길 6-5 (중방동),더스크린경산,1관,부산/대구/경상,2D
053-812-8970,경상북도 경산시 중방동 897,경상북도 경산시 대학로28길 6-5 (중방동),더스크린경산,2관,부산/대구/경상,2D
053-812-8970,경상북도 경산시 중방동 897,경상북도 경산시 대학로28길 6-5 (중방동),더스크린경산,3관,부산/대구/경상,2D
053-812-8970,경상북도 경산시 중방동 897,경상북도 경산시 대학로28길 6-5 (중방동),더스크린경산,4관,부산/대구/경상,2D
053-812-8970,경상북도 경산시 중방동 897,경상북도 경산시 대학로28길 6-5 (중방동),더스크린경산,5관,부산/대구/경상,2D
053-812-8970,경상북도 경산시 중방동 897,경상북도 경산시 대학로28길 6-5 (중방동),더스크린경산,6관,부산/대구/경상,2D
031-629-1937,경기도 김포시 풍무동 202-1,"경기도 김포시 풍무로 128, 5층 (풍무동)",더스크린김포,1관,경기,2D
031-629-1937,경기도 김포시 풍무동 202-1,"경기도 김포시 풍무로 128, 5층 (풍무동)",더스크린김포,2관,경기,2D
031-629-1937,경기도 김포시 풍무동 202-1,"경기도 김포시 풍무로 128, 5층 (풍무동)",더스크린김포,3관,경기,2D
031-629-1937,경기도 김포시 풍무동 202-1,"경기도 김포시 풍무로 128, 5층 (풍무동)",더스크린김포,4관,경기,2D
031-629-1937,경기도 김포시 풍무동 202-1,"경기도 김포시 풍무로 128, 5층 (풍무동)",더스크린김포,5관,경기,2D
031-629-1937,경기도 김포시 풍무동 202-1,"경기도 김포시 풍무로 128, 5층 (풍무동)",더스크린김포,6관,경기,2D
032-832-0510,인천광역시 연수구 송도동 8-21 송도타임스페이스,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1, 2층 (송도동)",더스크린송도타임스페이스,1관,인천,2D
032-832-0510,인천광역시 연수구 송도동 8-21 송도타임스페이스,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1, 2층 (송도동)",더스크린송도타임스페이스,2관,인천,2D
032-832-0510,인천광역시 연수구 송도동 8-21 송도타임스페이스,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1, 2층 (송도동)",더스크린송도타임스페이스,3관,인천,2D
032-832-0510,인천광역시 연수구 송도동 8-21 송도타임스페이스,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1, 2층 (송도동)",더스크린송도타임스페이스,4관,인천,2D
032-832-0510,인천광역시 연수구 송도동 8-21 송도타임스페이스,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1, 2층 (송도동)",더스크린송도타임스페이스,5관,인천,2D
032-832-0510,인천광역시 연수구 송도동 8-21 송도타임스페이스,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1, 2층 (송도동)",더스크린송도타임스페이스,6관,인천,2D
032-832-0510,인천광역시 연수구 송도동 8-21 송도타임스페이스,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지하1, 2층 (송도동)",더스크린송도타임스페이스,7관,인천,2D
031-795-6344,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL),"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3074호 (망월동)",더스크린하남미사,1관,경기,2D
031-795-6344,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL),"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3074호 (망월동)",더스크린하남미사,2관,경기,2D
031-795-6344,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL),"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3074호 (망월동)",더스크린하남미사,3관,경기,2D
031-795-6344,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL),"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3074호 (망월동)",더스크린하남미사,4관,경기,2D
031-795-6344,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL),"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3074호 (망월동)",더스크린하남미사,5관,경기,2D
031-795-6344,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL),"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3074호 (망월동)",더스크린하남미사,6관,경기,2D
031-795-6344,경기도 하남시 망월동 1100 힐스테이트 미사역 그랑파사쥬(12-1BL),"경기도 하남시 미사강변동로 95, 힐스테이트 미사역 그랑파사쥬(12-1BL) 3074호 (망월동)",더스크린하남미사,7관,경기,2D
055-911-1480,경상남도 창원시 성산구 상남동 77-4,"경상남도 창원시 성산구 중앙대로100번길 13, 창원 엠포리움 5,6층 (상남동)",더스크린 창원상남,1관,부산/대구/경상,2D
055-911-1480,경상남도 창원시 성산구 상남동 77-4,"경상남도 창원시 성산구 중앙대로100번길 13, 창원 엠포리움 5,6층 (상남동)",더스크린 창원상남,2관,부산/대구/경상,2D
055-911-1480,경상남도 창원시 성산구 상남동 77-4,"경상남도 창원시 성산구 중앙대로100번길 13, 창원 엠포리움 5,6층 (상남동)",더스크린 창원상남,3관,부산/대구/경상,2D
055-911-1480,경상남도 창원시 성산구 상남동 77-4,"경상남도 창원시 성산구 중앙대로100번길 13, 창원 엠포리움 5,6층 (상남동)",더스크린 창원상남,4관,부산/대구/경상,2D
055-911-1480,경상남도 창원시 성산구 상남동 77-4,"경상남도 창원시 성산구 중앙대로100번길 13, 창원 엠포리움 5,6층 (상남동)",더스크린 창원상남,5관,부산/대구/경상,2D
041-901-1543,충청남도 논산시 내동 452,"충청남도 논산시 시민로 181, CGV타워 4층 (내동)",더스크린논산,1관,대전/충청/세종,2D
041-901-1543,충청남도 논산시 내동 452,"충청남도 논산시 시민로 181, CGV타워 4층 (내동)",더스크린논산,2관,대전/충청/세종,2D
041-901-1543,충청남도 논산시 내동 452,"충청남도 논산시 시민로 181, CGV타워 4층 (내동)",더스크린논산,3관,대전/충청/세종,2D
041-901-1543,충청남도 논산시 내동 452,"충청남도 논산시 시민로 181, CGV타워 4층 (내동)",더스크린논산,4관,대전/충청/세종,2D
041-901-1543,충청남도 논산시 내동 452,"충청남도 논산시 시민로 181, CGV타워 4층 (내동)",더스크린논산,5관,대전/충청/세종,2D
055-753-3838,경상남도 진주시 충무공동 225-1,"경상남도 진주시 에나로127번길 30, 어반스퀘어 4,5층 (충무공동)",더스크린 진주혁신,1관,부산/대구/경상,2D
055-753-3838,경상남도 진주시 충무공동 225-1,"경상남도 진주시 에나로127번길 30, 어반스퀘어 4,5층 (충무공동)",더스크린 진주혁신,2관,부산/대구/경상,2D
055-753-3838,경상남도 진주시 충무공동 225-1,"경상남도 진주시 에나로127번길 30, 어반스퀘어 4,5층 (충무공동)",더스크린 진주혁신,3관,부산/대구/경상,2D
055-753-3838,경상남도 진주시 충무공동 225-1,"경상남도 진주시 에나로127번길 30, 어반스퀘어 4,5층 (충무공동)",더스크린 진주혁신,5관,부산/대구/경상,2D
055-753-3838,경상남도 진주시 충무공동 225-1,"경상남도 진주시 에나로127번길 30, 어반스퀘어 4,5층 (충무공동)",더스크린 진주혁신,6관,부산/대구/경상,2D
055-753-3838,경상남도 진주시 충무공동 225-1,"경상남도 진주시 에나로127번길 30, 어반스퀘어 4,5층 (충무공동)",더스크린 진주혁신,7관,부산/대구/경상,2D
055-753-3838,경상남도 진주시 충무공동 225-1,"경상남도 진주시 에나로127번길 30, 어반스퀘어 4,5층 (충무공동)",더스크린 진주혁신,4관,부산/대구/경상,2D
